trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
626,False,"{'a': 0.65, 'e': 0.1154618982068949}",20,12,15.85172333328126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.65, 'e': 0.11513038884525373}",30,20,8.415590691933872,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.65, 'e': 0.11479970776805792}",35,12,-40.32246664749875,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
629,False,"{'a': 0.65, 'e': 0.11446985361481665}",20,6,4.274362884086844,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
630,False,"{'a': 0.65, 'e': 0.11414082502312217}",25,17,18.08588541941524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.65, 'e': 0.11381262062868025}",20,12,16.055297929194047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.65, 'e': 0.1134852390653387}",25,17,15.96291625530261,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.65, 'e': 0.11315867896511778}",20,8,19.41797726663431,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.65, 'e': 0.11283293895823909}",20,12,15.402754999793766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.65, 'e': 0.11250801767315532}",25,17,15.88838581401465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.65, 'e': 0.11218391373657877}",30,17,14.10694980561015,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.65, 'e': 0.11186062577351064}",20,0,24.577172530264754,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
638,False,"{'a': 0.65, 'e': 0.1115381524072695}",20,14,10.766518903121607,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.65, 'e': 0.11121649225952146}",30,24,10.260755398523305,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.65, 'e': 0.1108956439503066}",25,18,10.75891020783744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.65, 'e': 0.11057560609806916}",25,12,27.22706928306047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.65, 'e': 0.11025637731968507}",25,13,23.024161283910342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.65, 'e': 0.10993795623049052}",25,12,-16.94609702880494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
644,False,"{'a': 0.65, 'e': 0.1096203414443101}",25,13,24.02069649847258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.65, 'e': 0.10930353157348427}",30,18,23.432625726230125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.65, 'e': 0.10898752522889799}",25,15,19.438151802202377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.65, 'e': 0.10867232102000746}",30,17,28.351868831730172,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.65, 'e': 0.10835791755486901}",20,9,0.388297657061905,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
649,False,"{'a': 0.65, 'e': 0.10804431344016507}",25,10,26.904099179985714,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.65, 'e': 0.10773150728123271}",20,14,-1.273622024502813,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.65, 'e': 0.10741949768208992}",30,16,23.132438202242195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.65, 'e': 0.10710828324546351}",30,19,22.918518739145576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.65, 'e': 0.10679786257281565}",20,2,-15.261067766761347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
654,False,"{'a': 0.65, 'e': 0.10648823426437048}",20,12,15.753488298783926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.65, 'e': 0.10617939691914113}",20,9,-32.755000924997205,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
656,False,"{'a': 0.65, 'e': 0.10587134913495644}",30,17,14.971326047513063,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.65, 'e': 0.10556408950848672}",20,3,30.809234736328722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.65, 'e': 0.10525761663527089}",30,14,-38.39059286692319,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
659,False,"{'a': 0.65, 'e': 0.10495192910974194}",25,8,30.42622313673377,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.65, 'e': 0.10464702552525318}",30,16,28.714124829554365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.65, 'e': 0.10434290447410466}",25,11,23.303138367063234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.65, 'e': 0.10403956454756835}",20,13,17.061324052741327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.65, 'e': 0.10373700433591404}",35,21,27.548138246760452,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.65, 'e': 0.10343522242843495}",25,8,24.61030828213925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.65, 'e': 0.10313421741347284}",20,6,15.15677175891247,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.65, 'e': 0.10283398787844389}",25,0,26.161358557024574,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
667,False,"{'a': 0.65, 'e': 0.1025345324098631}",30,15,-39.373449155301316,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
668,False,"{'a': 0.65, 'e': 0.10223584959337007}",25,11,26.543693818421602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.65, 'e': 0.10193793801375328}",25,11,24.24253293852149,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.65, 'e': 0.10164079625497524}",30,16,2.0317513788436665,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
671,False,"{'a': 0.65, 'e': 0.10134442290019696}",20,5,24.64866052371253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.65, 'e': 0.10104881653180253}",35,22,23.80145160033196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.65, 'e': 0.10075397573142386}",20,11,16.367057828785665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.65, 'e': 0.10045989907996411}",20,6,24.48820900229895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.65, 'e': 0.10016658515762278}",25,7,21.330510852526572,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.65, 'e': 0.09987403254391902}",35,16,20.930292092906942,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.65, 'e': 0.09958223981771586}",20,12,16.715428456578923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.65, 'e': 0.09929120555724391}",20,7,12.856850710745725,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.65, 'e': 0.0990009283401252}",20,10,14.30050608899232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.65, 'e': 0.09871140674339618}",20,4,24.296535001008955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.65, 'e': 0.09842263934353157}",20,14,-1.9243367761108456,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.65, 'e': 0.09813462471646761}",20,8,21.787720093618216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.65, 'e': 0.09784736143762462}",25,0,5.8988365171879105,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
684,False,"{'a': 0.65, 'e': 0.0975608480819311}",30,20,17.099135197130956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.65, 'e': 0.0972750832238457}",20,13,12.059925557252964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.65, 'e': 0.09699006543737998}",25,17,14.337942214841204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.65, 'e': 0.09670579329612161}",25,15,13.808958856916988,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.65, 'e': 0.09642226537325649}",25,13,-29.288891524517442,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
689,False,"{'a': 0.65, 'e': 0.09613948024159147}",25,18,15.124576773947656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.65, 'e': 0.09585743647357614}",25,14,15.747519894036161,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.65, 'e': 0.09557613264132514}",25,10,8.965250922891226,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.65, 'e': 0.0952955673166408}",25,17,12.645194259305569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.65, 'e': 0.095015739071034}",20,8,20.609866085497934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.65, 'e': 0.09473664647574664}",20,5,2.5445634521404967,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
695,False,"{'a': 0.65, 'e': 0.09445828810177292}",25,15,18.610963574743362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.65, 'e': 0.09418066251988133}",20,6,22.688554565660482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.65, 'e': 0.0939037683006354}",30,13,28.286923217324855,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.65, 'e': 0.09362760401441583}",20,10,15.664835785181058,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.65, 'e': 0.09335216823144055}",20,15,8.673006978478,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.65, 'e': 0.09307745952178681}",30,16,25.91747028626781,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.65, 'e': 0.09280347645541154}",20,6,6.985160489526438,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.65, 'e': 0.09253021760217228}",20,9,24.391101490006363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.65, 'e': 0.09225768153184766}",35,21,26.972054518993154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.65, 'e': 0.09198586681415855}",30,18,13.044067712172446,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.65, 'e': 0.0917147720187872}",20,9,0.2666405566755268,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
706,False,"{'a': 0.65, 'e': 0.09144439571539931}",20,16,8.685604025671324,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.65, 'e': 0.0911747364736627}",30,14,-11.386728241523837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
708,False,"{'a': 0.65, 'e': 0.09090579286326828}",25,15,-20.912668305878483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
709,False,"{'a': 0.65, 'e': 0.09063756345394958}",20,11,16.342403166330953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.65, 'e': 0.09037004681550298}",30,11,19.069458660712804,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.65, 'e': 0.09010324151780669}",25,15,18.09089945905669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.65, 'e': 0.08983714613084104}",25,17,14.130915080597141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.65, 'e': 0.08957175922470761}",25,8,18.197032675192606,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.65, 'e': 0.08930707936964899}",25,8,18.519508601506388,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.65, 'e': 0.08904310513606695}",20,11,13.774735921606036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.65, 'e': 0.08877983509454301}",20,16,7.804166736002148,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.65, 'e': 0.08851726781585667}",25,8,29.39830586612656,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.65, 'e': 0.08825540187100367}",25,15,16.633613329060037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.65, 'e': 0.08799423583121635}",20,15,9.179968434528394,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.65, 'e': 0.08773376826798074}",25,17,11.075775891668794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.65, 'e': 0.08747399775305564}",20,14,11.423246412406494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.65, 'e': 0.08721492285849186}",20,8,20.568140945758127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.65, 'e': 0.08695654215664883}",35,20,27.389603896367568,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.65, 'e': 0.08669885422021428}",30,21,3.7912240147380816,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.65, 'e': 0.08644185762222145}",20,12,1.7826618323166317,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.65, 'e': 0.0861855509360675}",25,14,23.04117026382847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.65, 'e': 0.08592993273553118}",20,11,18.703166175294868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.65, 'e': 0.08567500159479036}",25,11,25.59880516782595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.65, 'e': 0.08542075608844013}",20,13,12.48831969847716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.65, 'e': 0.08516719479150914}",25,17,2.781364294149544,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.65, 'e': 0.08491431627947887}",25,14,22.01410923000773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.65, 'e': 0.08466211912829902}",30,12,31.071217786861542,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.65, 'e': 0.08441060191440575}",20,12,13.015712859669666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.65, 'e': 0.0841597632147385}",25,13,20.079873432737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.65, 'e': 0.08390960160675642}",30,22,17.75822984323205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.65, 'e': 0.0836601156684561}",20,9,21.253533974662854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.65, 'e': 0.08341130397838747}",30,16,27.55876447507338,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.65, 'e': 0.08316316511567068}",25,7,28.114778381289348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.65, 'e': 0.08291569766001239}",25,0,41.46236948043538,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
740,False,"{'a': 0.65, 'e': 0.08266890019172257}",20,0,10.214250936618523,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
741,False,"{'a': 0.65, 'e': 0.08242277129173026}",25,6,30.665095497371762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.65, 'e': 0.08217730954160007}",25,4,31.550819496195928,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.65, 'e': 0.08193251352354813}",30,7,36.19909080591859,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.65, 'e': 0.08168838182045746}",20,6,25.07208028102593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.65, 'e': 0.08144491301589485}",30,18,23.17933287650985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.65, 'e': 0.08120210569412567}",20,5,10.962177500975285,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.65, 'e': 0.08095995844012993}",35,24,20.25900754787224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.65, 'e': 0.08071846983961717}",25,17,14.682236014072803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.65, 'e': 0.08047763847904266}",25,18,13.665693328752269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.65, 'e': 0.08023746294562206}",30,20,16.655030085523165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.65, 'e': 0.07999794182734699}",25,15,16.887165296978807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.65, 'e': 0.07975907371299984}",20,11,19.721589612689797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.65, 'e': 0.07952085719216806}",30,20,22.40883475842782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.65, 'e': 0.07928329085526076}",30,15,26.49261962461602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.65, 'e': 0.07904637329352182}",20,6,21.57007567338775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.65, 'e': 0.07881010309904457}",25,11,24.811575381603824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.65, 'e': 0.07857447886478774}",20,13,10.953562519525073,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.65, 'e': 0.07833949918458816}",25,11,-16.363037143825164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.65, 'e': 0.07810516265317602}",30,23,1.4094347337560686,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.65, 'e': 0.07787146786618926}",20,9,-20.67084234826772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
761,False,"{'a': 0.65, 'e': 0.07763841342018685}",20,12,17.276053957057727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.65, 'e': 0.07740599791266312}",20,4,21.346331982335766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.65, 'e': 0.0771742199420622}",25,17,16.253700268361438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.65, 'e': 0.07694307810779111}",25,11,30.72736016107351,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.65, 'e': 0.07671257101023365}",25,10,7.704544254030012,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.65, 'e': 0.07648269725076395}",20,14,8.46164467509544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.65, 'e': 0.07625345543176032}",25,20,10.97250115280417,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.65, 'e': 0.07602484415661792}",20,9,20.811151036831365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.65, 'e': 0.07579686202976277}",25,15,19.598675014366105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.65, 'e': 0.07556950765666437}",20,0,-10.493354155294991,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
771,False,"{'a': 0.65, 'e': 0.07534277964384917}",20,10,18.14584141808199,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.65, 'e': 0.07511667659891341}",30,18,-22.291878974782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
773,False,"{'a': 0.65, 'e': 0.07489119713053549}",25,20,10.606066204249395,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.65, 'e': 0.0746663398484897}",25,11,26.2760057365565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.65, 'e': 0.07444210336365831}",30,18,-41.35888937901443,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
776,False,"{'a': 0.65, 'e': 0.07421848628804395}",20,15,10.192509791860033,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.65, 'e': 0.07399548723478289}",20,12,15.294970103584543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.65, 'e': 0.07377310481815613}",20,14,-1.3150988523471339,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.65, 'e': 0.07355133765360311}",25,18,14.581199104152807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.65, 'e': 0.07333018435773275}",25,14,13.910735174647868,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.65, 'e': 0.07310964354833627}",25,15,17.574975024709428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.65, 'e': 0.07288971384439902}",30,17,23.68694077258406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.65, 'e': 0.07267039386611163}",20,12,5.012307057619485,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.65, 'e': 0.07245168223488307}",20,0,37.384763529502195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
785,False,"{'a': 0.65, 'e': 0.0722335775733518}",25,15,19.648580510465088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.65, 'e': 0.07201607850539626}",25,19,11.541999806229711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.65, 'e': 0.07179918365614846}",20,3,30.536167350853706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.65, 'e': 0.07158289165200382}",20,10,15.395928227106053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.65, 'e': 0.07136720112063322}",20,13,13.863973326254381,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.65, 'e': 0.0711521106909937}",25,13,18.091125734287832,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.65, 'e': 0.07093761899333995}",30,13,26.392289153509267,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.65, 'e': 0.07072372465923538}",20,1,20.036985813604833,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.65, 'e': 0.07051042632156324}",20,10,4.858673267522003,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.65, 'e': 0.07029772261453615}",20,6,-16.383675242314954,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
795,False,"{'a': 0.65, 'e': 0.07008561217370923}",20,0,27.377035730694335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.65, 'e': 0.0698740936359884}",20,14,13.534953665519149,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.65, 'e': 0.06966316563964237}",20,6,2.3948115610323923,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
798,False,"{'a': 0.65, 'e': 0.06945282682431286}",20,12,12.472433795321837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.65, 'e': 0.06924307583102451}",20,8,8.218537704553793,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.65, 'e': 0.06903391130219583}",20,14,10.189852188544883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.65, 'e': 0.06882533188164874}",25,18,13.941650010503155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.65, 'e': 0.06861733621461974}",20,14,9.297699695928022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.65, 'e': 0.0684099229477686}",30,18,12.122885446465974,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.65, 'e': 0.06820309072918895}",20,15,9.88057252971728,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.65, 'e': 0.06799683820841884}",30,10,29.4404776273484,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.65, 'e': 0.06779116403644903}",30,21,16.061197846666783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.65, 'e': 0.06758606686573398}",25,16,18.797402865323015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.65, 'e': 0.0673815453502008}",20,5,19.5296852231615,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.65, 'e': 0.06717759814525837}",30,16,21.410457485724752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.65, 'e': 0.06697422390780805}",20,13,12.356564307844653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
